time,one,tow
2024-06-24 20:01:18.434448,-0.15,-0.06
2024-06-24 20:01:18.483533,-0.15,-0.06
2024-06-24 20:01:18.512559,-0.15,-0.06
2024-06-24 20:01:18.543802,-0.15,-0.06
2024-06-24 20:01:18.576085,-0.16,-0.05
2024-06-24 20:01:18.606353,-0.16,-0.05
2024-06-24 20:01:18.637564,-0.16,-0.05
2024-06-24 20:01:18.668867,-0.16,-0.05
2024-06-24 20:01:18.700125,-0.16,-0.05
2024-06-24 20:01:18.746961,-0.16,-0.05
2024-06-24 20:01:18.778198,-0.16,-0.05
2024-06-24 20:01:18.809475,-0.16,-0.05
