time,bid,ask,last,volume,time_msc,flags,volume_real
2024-06-20 09:06:26.333,1.2711700000000001,1.2711700000000001,0.0,0,1718861786333,4,0.0
2024-06-20 09:06:28.639,1.2711700000000001,1.27118,0.0,0,1718861788639,4,0.0
2024-06-20 09:06:29.246,1.2711700000000001,1.2711700000000001,0.0,0,1718861789246,4,0.0
2024-06-20 09:06:29.547,1.27118,1.27118,0.0,0,1718861789547,134,0.0
2024-06-20 09:06:30.041,1.2711700000000001,1.27118,0.0,0,1718861790041,130,0.0
2024-06-20 09:06:31.048,1.27118,1.27118,0.0,0,1718861791048,130,0.0
2024-06-20 09:06:31.946,1.2711700000000001,1.2711700000000001,0.0,0,1718861791946,134,0.0
2024-06-20 09:06:32.148,1.27118,1.27118,0.0,0,1718861792148,134,0.0
2024-06-20 09:06:32.249,1.27118,1.27119,0.0,0,1718861792249,4,0.0
2024-06-20 09:06:32.447,1.27118,1.27118,0.0,0,1718861792447,4,0.0
2024-06-20 09:06:33.246,1.27118,1.27119,0.0,0,1718861793246,4,0.0
2024-06-20 09:06:34.452,1.27118,1.27118,0.0,0,1718861794452,4,0.0
2024-06-20 09:06:35.052,1.27118,1.27119,0.0,0,1718861795052,4,0.0
2024-06-20 09:06:35.249,1.27118,1.27118,0.0,0,1718861795249,4,0.0
2024-06-20 09:06:37.286,1.2711700000000001,1.2711700000000001,0.0,0,1718861797286,134,0.0
2024-06-20 09:06:42.565,1.27116,1.27116,0.0,0,1718861802565,134,0.0
2024-06-20 09:06:42.957,1.27115,1.27115,0.0,0,1718861802957,134,0.0
2024-06-20 09:06:43.659,1.27116,1.27116,0.0,0,1718861803659,134,0.0
2024-06-20 09:06:57.364,1.2711700000000001,1.2711700000000001,0.0,0,1718861817364,134,0.0
2024-06-20 09:06:57.667,1.27116,1.27116,0.0,0,1718861817667,134,0.0
2024-06-20 09:07:00.073,1.27116,1.27116,0.0,0,1718861820073,130,0.0
2024-06-20 09:07:00.174,1.27115,1.27115,0.0,0,1718861820174,134,0.0
2024-06-20 09:07:00.473,1.27116,1.27116,0.0,0,1718861820473,134,0.0
2024-06-20 09:07:03.375,1.27115,1.27115,0.0,0,1718861823375,134,0.0
2024-06-20 09:07:03.481,1.27112,1.27112,0.0,0,1718861823481,134,0.0
2024-06-20 09:07:04.574,1.27111,1.27111,0.0,0,1718861824574,134,0.0
2024-06-20 09:07:04.674,1.27112,1.27112,0.0,0,1718861824674,134,0.0
2024-06-20 09:07:05.676,1.27111,1.27111,0.0,0,1718861825676,134,0.0
2024-06-20 09:07:06.282,1.2711000000000001,1.2711000000000001,0.0,0,1718861826282,134,0.0
2024-06-20 09:07:06.876,1.27109,1.27109,0.0,0,1718861826876,134,0.0
2024-06-20 09:07:07.078,1.27108,1.27108,0.0,0,1718861827078,134,0.0
2024-06-20 09:07:07.184,1.27109,1.27109,0.0,0,1718861827184,134,0.0
2024-06-20 09:07:07.280,1.2711000000000001,1.2711000000000001,0.0,0,1718861827280,134,0.0
2024-06-20 09:07:07.380,1.27109,1.27109,0.0,0,1718861827380,134,0.0
2024-06-20 09:07:07.485,1.27108,1.27108,0.0,0,1718861827485,134,0.0
2024-06-20 09:07:10.286,1.27109,1.27109,0.0,0,1718861830286,134,0.0
2024-06-20 09:07:12.490,1.2711000000000001,1.2711000000000001,0.0,0,1718861832490,134,0.0
2024-06-20 09:07:15.796,1.27109,1.27109,0.0,0,1718861835796,134,0.0
2024-06-20 09:07:16.298,1.2711000000000001,1.2711000000000001,0.0,0,1718861836298,134,0.0
2024-06-20 09:07:17.795,1.27109,1.27109,0.0,0,1718861837795,134,0.0
2024-06-20 09:07:18.094,1.2711000000000001,1.2711000000000001,0.0,0,1718861838094,134,0.0
2024-06-20 09:07:23.602,1.27108,1.27108,0.0,0,1718861843602,134,0.0
2024-06-20 09:07:25.504,1.27109,1.27109,0.0,0,1718861845504,134,0.0
2024-06-20 09:07:26.102,1.2711000000000001,1.2711000000000001,0.0,0,1718861846102,134,0.0
2024-06-20 09:07:26.401,1.27109,1.27109,0.0,0,1718861846401,134,0.0
2024-06-20 09:07:26.500,1.2711000000000001,1.2711000000000001,0.0,0,1718861846500,134,0.0
2024-06-20 09:07:26.705,1.27109,1.27109,0.0,0,1718861846705,134,0.0
2024-06-20 09:07:26.900,1.2711000000000001,1.2711000000000001,0.0,0,1718861846900,134,0.0
2024-06-20 09:07:27.001,1.27109,1.27109,0.0,0,1718861847001,134,0.0
2024-06-20 09:07:27.602,1.2711000000000001,1.2711000000000001,0.0,0,1718861847602,134,0.0
2024-06-20 09:07:28.105,1.27109,1.27109,0.0,0,1718861848105,134,0.0
2024-06-20 09:07:28.606,1.2711000000000001,1.2711000000000001,0.0,0,1718861848606,134,0.0
2024-06-20 09:07:30.105,1.27111,1.27111,0.0,0,1718861850105,134,0.0
2024-06-20 09:07:44.406,1.27115,1.27115,0.0,0,1718861864406,134,0.0
2024-06-20 09:07:44.506,1.2711700000000001,1.2711700000000001,0.0,0,1718861864506,134,0.0
2024-06-20 09:07:49.729,1.27118,1.27118,0.0,0,1718861869729,134,0.0
2024-06-20 09:07:50.832,1.27119,1.27119,0.0,0,1718861870832,134,0.0
2024-06-20 09:07:51.137,1.27114,1.27114,0.0,0,1718861871137,134,0.0
2024-06-20 09:07:51.336,1.2711299999999999,1.2711299999999999,0.0,0,1718861871336,134,0.0
2024-06-20 09:07:51.534,1.27112,1.27112,0.0,0,1718861871534,134,0.0
2024-06-20 09:07:53.632,1.27111,1.27111,0.0,0,1718861873632,134,0.0
2024-06-20 09:08:00.140,1.27111,1.27111,0.0,0,1718861880140,130,0.0
2024-06-20 09:08:19.835,1.27112,1.27112,0.0,0,1718861899835,134,0.0
2024-06-20 09:08:20.836,1.2711299999999999,1.2711299999999999,0.0,0,1718861900836,134,0.0
2024-06-20 09:08:20.937,1.27118,1.27118,0.0,0,1718861900937,134,0.0
2024-06-20 09:08:21.038,1.27114,1.27114,0.0,0,1718861901038,134,0.0
2024-06-20 09:08:21.135,1.27112,1.27112,0.0,0,1718861901135,134,0.0
2024-06-20 09:08:24.646,1.27111,1.27111,0.0,0,1718861904646,134,0.0
2024-06-20 09:08:24.944,1.27112,1.27112,0.0,0,1718861904944,134,0.0
2024-06-20 09:08:25.738,1.27111,1.27111,0.0,0,1718861905738,134,0.0
2024-06-20 09:08:26.639,1.27112,1.27112,0.0,0,1718861906639,134,0.0
2024-06-20 09:08:26.941,1.27111,1.27111,0.0,0,1718861906941,134,0.0
2024-06-20 09:08:27.842,1.27112,1.27112,0.0,0,1718861907842,134,0.0
2024-06-20 09:08:27.943,1.27111,1.27111,0.0,0,1718861907943,134,0.0
2024-06-20 09:08:35.158,1.27112,1.27112,0.0,0,1718861915158,134,0.0
2024-06-20 09:08:42.356,1.27111,1.27111,0.0,0,1718861922356,134,0.0
2024-06-20 09:08:42.654,1.27112,1.27112,0.0,0,1718861922654,134,0.0
2024-06-20 09:08:44.556,1.27111,1.27111,0.0,0,1718861924556,134,0.0
2024-06-20 09:08:53.367,1.27112,1.27112,0.0,0,1718861933367,134,0.0
2024-06-20 09:09:01.083,1.2711299999999999,1.2711299999999999,0.0,0,1718861941083,134,0.0
2024-06-20 09:09:02.692,1.27112,1.27112,0.0,0,1718861942692,134,0.0
2024-06-20 09:09:12.397,1.2711299999999999,1.2711299999999999,0.0,0,1718861952397,134,0.0
2024-06-20 09:09:14.098,1.27112,1.27112,0.0,0,1718861954098,134,0.0
2024-06-20 09:09:15.399,1.2711299999999999,1.2711299999999999,0.0,0,1718861955399,134,0.0
2024-06-20 09:09:16.604,1.27112,1.27112,0.0,0,1718861956604,134,0.0
2024-06-20 09:09:21.513,1.2711299999999999,1.2711299999999999,0.0,0,1718861961513,134,0.0
2024-06-20 09:09:22.427,1.27112,1.27112,0.0,0,1718861962427,134,0.0
2024-06-20 09:09:25.628,1.2711299999999999,1.2711299999999999,0.0,0,1718861965628,134,0.0
2024-06-20 09:09:34.128,1.27112,1.27112,0.0,0,1718861974128,134,0.0
2024-06-20 09:09:35.033,1.27111,1.27111,0.0,0,1718861975033,134,0.0
2024-06-20 09:09:35.729,1.27112,1.27112,0.0,0,1718861975729,134,0.0
2024-06-20 09:09:37.031,1.27111,1.27111,0.0,0,1718861977031,134,0.0
2024-06-20 09:09:40.420,1.27112,1.27112,0.0,0,1718861980420,134,0.0
2024-06-20 09:09:44.579,1.27111,1.27111,0.0,0,1718861984579,134,0.0
2024-06-20 09:09:45.981,1.27112,1.27112,0.0,0,1718861985981,134,0.0
2024-06-20 09:09:46.881,1.27111,1.27111,0.0,0,1718861986881,134,0.0
2024-06-20 09:09:47.184,1.27112,1.27112,0.0,0,1718861987184,134,0.0
2024-06-20 09:09:47.284,1.27111,1.27111,0.0,0,1718861987284,134,0.0
2024-06-20 09:09:48.119,1.27112,1.27112,0.0,0,1718861988119,134,0.0
2024-06-20 09:09:49.823,1.27111,1.27111,0.0,0,1718861989823,134,0.0
2024-06-20 09:09:52.623,1.27112,1.27112,0.0,0,1718861992623,134,0.0
2024-06-20 09:09:58.732,1.27111,1.27111,0.0,0,1718861998732,134,0.0
2024-06-20 09:09:59.128,1.27112,1.27112,0.0,0,1718861999128,134,0.0
2024-06-20 09:10:00.131,1.27112,1.27112,0.0,0,1718862000131,130,0.0
2024-06-20 09:10:06.975,1.2711299999999999,1.2711299999999999,0.0,0,1718862006975,134,0.0
2024-06-20 09:10:11.450,1.27112,1.27112,0.0,0,1718862011450,134,0.0
2024-06-20 09:10:15.765,1.2711000000000001,1.2711000000000001,0.0,0,1718862015765,134,0.0
2024-06-20 09:10:21.060,1.27109,1.27109,0.0,0,1718862021060,134,0.0
2024-06-20 09:10:24.266,1.2711000000000001,1.2711000000000001,0.0,0,1718862024266,134,0.0
2024-06-20 09:10:25.871,1.27109,1.27109,0.0,0,1718862025871,134,0.0
2024-06-20 09:10:26.067,1.2711000000000001,1.2711000000000001,0.0,0,1718862026067,134,0.0
2024-06-20 09:10:28.474,1.27109,1.27109,0.0,0,1718862028474,134,0.0
2024-06-20 09:10:28.572,1.27108,1.27108,0.0,0,1718862028572,134,0.0
2024-06-20 09:10:32.603,1.27108,1.27109,0.0,0,1718862032603,4,0.0
2024-06-20 09:10:32.806,1.27109,1.27109,0.0,0,1718862032806,130,0.0
2024-06-20 09:10:34.309,1.27108,1.27108,0.0,0,1718862034309,134,0.0
2024-06-20 09:10:34.808,1.27109,1.27109,0.0,0,1718862034808,134,0.0
2024-06-20 09:10:35.010,1.2711000000000001,1.2711000000000001,0.0,0,1718862035010,134,0.0
2024-06-20 09:10:37.814,1.27109,1.27109,0.0,0,1718862037814,134,0.0
2024-06-20 09:10:39.622,1.27108,1.27108,0.0,0,1718862039622,134,0.0
2024-06-20 09:10:39.826,1.27109,1.27109,0.0,0,1718862039826,134,0.0
2024-06-20 09:10:40.122,1.27108,1.27108,0.0,0,1718862040122,134,0.0
2024-06-20 09:10:40.420,1.27109,1.27109,0.0,0,1718862040420,134,0.0
2024-06-20 09:10:42.824,1.27108,1.27108,0.0,0,1718862042824,134,0.0
2024-06-20 09:10:44.028,1.27109,1.27109,0.0,0,1718862044028,134,0.0
2024-06-20 09:10:44.124,1.2711000000000001,1.2711000000000001,0.0,0,1718862044124,134,0.0
2024-06-20 09:10:46.229,1.27109,1.27109,0.0,0,1718862046229,134,0.0
2024-06-20 09:10:55.341,1.27108,1.27109,0.0,0,1718862055341,130,0.0
2024-06-20 09:10:55.646,1.27109,1.27109,0.0,0,1718862055646,130,0.0
2024-06-20 09:10:56.143,1.27108,1.27109,0.0,0,1718862056143,130,0.0
2024-06-20 09:10:57.143,1.27109,1.27109,0.0,0,1718862057143,130,0.0
2024-06-20 09:11:00.150,1.27109,1.27109,0.0,0,1718862060150,130,0.0
2024-06-20 09:11:04.255,1.2711000000000001,1.2711000000000001,0.0,0,1718862064255,134,0.0
2024-06-20 09:11:04.854,1.27109,1.27109,0.0,0,1718862064854,134,0.0
2024-06-20 09:11:08.970,1.27106,1.27106,0.0,0,1718862068970,134,0.0
2024-06-20 09:11:09.067,1.27103,1.27103,0.0,0,1718862069067,134,0.0
2024-06-20 09:11:13.257,1.27102,1.27102,0.0,0,1718862073257,134,0.0
2024-06-20 09:11:13.762,1.27103,1.27103,0.0,0,1718862073762,134,0.0
2024-06-20 09:11:16.362,1.27102,1.27102,0.0,0,1718862076362,134,0.0
2024-06-20 09:11:16.459,1.27101,1.27101,0.0,0,1718862076459,134,0.0
2024-06-20 09:11:24.073,1.27102,1.27102,0.0,0,1718862084073,134,0.0
2024-06-20 09:11:24.172,1.27103,1.27103,0.0,0,1718862084172,134,0.0
2024-06-20 09:11:26.176,1.27102,1.27102,0.0,0,1718862086176,134,0.0
2024-06-20 09:11:27.476,1.27103,1.27103,0.0,0,1718862087476,134,0.0
2024-06-20 09:11:32.195,1.27107,1.27107,0.0,0,1718862092195,134,0.0
2024-06-20 09:11:34.494,1.27106,1.27106,0.0,0,1718862094494,134,0.0
2024-06-20 09:11:34.997,1.27107,1.27107,0.0,0,1718862094997,134,0.0
2024-06-20 09:11:38.502,1.27108,1.27108,0.0,0,1718862098502,134,0.0
2024-06-20 09:11:41.903,1.2711000000000001,1.2711000000000001,0.0,0,1718862101903,134,0.0
2024-06-20 09:11:43.103,1.27109,1.27109,0.0,0,1718862103103,134,0.0
2024-06-20 09:11:44.604,1.2711000000000001,1.2711000000000001,0.0,0,1718862104604,134,0.0
2024-06-20 09:11:44.803,1.27109,1.27109,0.0,0,1718862104803,134,0.0
2024-06-20 09:11:45.705,1.2711000000000001,1.2711000000000001,0.0,0,1718862105705,134,0.0
2024-06-20 09:11:46.820,1.27109,1.27109,0.0,0,1718862106820,134,0.0
2024-06-20 09:11:48.078,1.27108,1.27108,0.0,0,1718862108078,134,0.0
2024-06-20 09:11:51.088,1.27109,1.27109,0.0,0,1718862111088,134,0.0
2024-06-20 09:11:55.994,1.27108,1.27108,0.0,0,1718862115994,134,0.0
2024-06-20 09:11:56.694,1.27109,1.27109,0.0,0,1718862116694,134,0.0
2024-06-20 09:12:00.100,1.27108,1.27108,0.0,0,1718862120100,134,0.0
2024-06-20 09:12:00.898,1.27109,1.27109,0.0,0,1718862120898,134,0.0
2024-06-20 09:12:05.001,1.27108,1.27108,0.0,0,1718862125001,134,0.0
2024-06-20 09:12:05.301,1.27109,1.27109,0.0,0,1718862125301,134,0.0
2024-06-20 09:12:06.099,1.27108,1.27108,0.0,0,1718862126099,134,0.0
2024-06-20 09:12:06.299,1.27109,1.27109,0.0,0,1718862126299,134,0.0
2024-06-20 09:12:18.195,1.27108,1.27108,0.0,0,1718862138195,134,0.0
2024-06-20 09:12:20.666,1.27109,1.27109,0.0,0,1718862140666,134,0.0
2024-06-20 09:12:21.172,1.27108,1.27108,0.0,0,1718862141172,134,0.0
2024-06-20 09:12:22.069,1.27109,1.27109,0.0,0,1718862142069,134,0.0
2024-06-20 09:12:25.980,1.2711000000000001,1.2711000000000001,0.0,0,1718862145980,134,0.0
2024-06-20 09:12:26.488,1.27115,1.27115,0.0,0,1718862146488,134,0.0
2024-06-20 09:12:26.582,1.27115,1.27116,0.0,0,1718862146582,4,0.0
2024-06-20 09:12:26.785,1.27116,1.27116,0.0,0,1718862146785,130,0.0
2024-06-20 09:12:27.981,1.27116,1.2711700000000001,0.0,0,1718862147981,4,0.0
2024-06-20 09:12:30.706,1.27116,1.27116,0.0,0,1718862150706,4,0.0
2024-06-20 09:12:36.681,1.27114,1.27114,0.0,0,1718862156681,134,0.0
2024-06-20 09:12:36.785,1.2711299999999999,1.2711299999999999,0.0,0,1718862156785,134,0.0
2024-06-20 09:12:37.383,1.27114,1.27115,0.0,0,1718862157383,134,0.0
2024-06-20 09:12:37.482,1.27116,1.27116,0.0,0,1718862157482,134,0.0
2024-06-20 09:12:39.287,1.27116,1.2711700000000001,0.0,0,1718862159287,4,0.0
2024-06-20 09:12:40.988,1.27116,1.27116,0.0,0,1718862160988,4,0.0
2024-06-20 09:12:41.490,1.27116,1.2711700000000001,0.0,0,1718862161490,4,0.0
2024-06-20 09:12:41.985,1.27116,1.27116,0.0,0,1718862161985,4,0.0
2024-06-20 09:12:42.585,1.27116,1.2711700000000001,0.0,0,1718862162585,4,0.0
2024-06-20 09:12:44.602,1.27116,1.27116,0.0,0,1718862164602,4,0.0
2024-06-20 09:12:46.204,1.27115,1.27115,0.0,0,1718862166204,134,0.0
2024-06-20 09:12:46.299,1.2711000000000001,1.27111,0.0,0,1718862166299,134,0.0
2024-06-20 09:12:46.996,1.2711000000000001,1.2711000000000001,0.0,0,1718862166996,4,0.0
2024-06-20 09:12:47.800,1.2711000000000001,1.27111,0.0,0,1718862167800,4,0.0
2024-06-20 09:12:47.897,1.2711000000000001,1.2711000000000001,0.0,0,1718862167897,4,0.0
2024-06-20 09:12:47.997,1.2711000000000001,1.27111,0.0,0,1718862167997,4,0.0
2024-06-20 09:12:49.803,1.2711000000000001,1.2711000000000001,0.0,0,1718862169803,4,0.0
2024-06-20 09:13:00.088,1.2711000000000001,1.2711000000000001,0.0,0,1718862180088,130,0.0
2024-06-20 09:13:00.219,1.27111,1.27111,0.0,0,1718862180219,134,0.0
2024-06-20 09:13:03.193,1.2711000000000001,1.2711000000000001,0.0,0,1718862183193,134,0.0
2024-06-20 09:13:03.300,1.27108,1.27108,0.0,0,1718862183300,134,0.0
2024-06-20 09:13:03.593,1.2711000000000001,1.2711000000000001,0.0,0,1718862183593,134,0.0
2024-06-20 09:13:04.091,1.27109,1.27109,0.0,0,1718862184091,134,0.0
2024-06-20 09:13:04.292,1.2711000000000001,1.2711000000000001,0.0,0,1718862184292,134,0.0
2024-06-20 09:13:05.495,1.27111,1.27111,0.0,0,1718862185495,134,0.0
2024-06-20 09:13:05.895,1.2711000000000001,1.2711000000000001,0.0,0,1718862185895,134,0.0
2024-06-20 09:13:06.195,1.27111,1.27111,0.0,0,1718862186195,134,0.0
2024-06-20 09:13:06.695,1.27112,1.27112,0.0,0,1718862186695,134,0.0
2024-06-20 09:13:10.999,1.27111,1.27111,0.0,0,1718862190999,134,0.0
2024-06-20 09:13:11.297,1.27112,1.27112,0.0,0,1718862191297,134,0.0
2024-06-20 09:13:13.411,1.27111,1.27111,0.0,0,1718862193411,134,0.0
2024-06-20 09:13:15.214,1.27112,1.27112,0.0,0,1718862195214,134,0.0
2024-06-20 09:13:15.414,1.27111,1.27111,0.0,0,1718862195414,134,0.0
2024-06-20 09:13:17.621,1.27112,1.27112,0.0,0,1718862197621,134,0.0
2024-06-20 09:13:17.918,1.27111,1.27111,0.0,0,1718862197918,134,0.0
2024-06-20 09:13:20.545,1.27112,1.27112,0.0,0,1718862200545,134,0.0
2024-06-20 09:13:26.409,1.27111,1.27111,0.0,0,1718862206409,134,0.0
2024-06-20 09:13:27.213,1.27112,1.27112,0.0,0,1718862207213,134,0.0
2024-06-20 09:13:39.295,1.27111,1.27111,0.0,0,1718862219295,134,0.0
2024-06-20 09:13:41.712,1.27112,1.27112,0.0,0,1718862221712,134,0.0
2024-06-20 09:13:41.919,1.2711299999999999,1.2711299999999999,0.0,0,1718862221919,134,0.0
2024-06-20 09:13:42.311,1.27112,1.27112,0.0,0,1718862222311,134,0.0
2024-06-20 09:13:46.094,1.2711299999999999,1.2711299999999999,0.0,0,1718862226094,134,0.0
2024-06-20 09:13:47.293,1.27112,1.27112,0.0,0,1718862227293,134,0.0
2024-06-20 09:13:47.693,1.2711299999999999,1.2711299999999999,0.0,0,1718862227693,134,0.0
2024-06-20 09:13:52.015,1.27112,1.27112,0.0,0,1718862232015,134,0.0
2024-06-20 09:13:55.535,1.27114,1.27114,0.0,0,1718862235535,134,0.0
2024-06-20 09:13:56.027,1.2711299999999999,1.2711299999999999,0.0,0,1718862236027,134,0.0
2024-06-20 09:14:00.533,1.2711299999999999,1.2711299999999999,0.0,0,1718862240533,130,0.0
2024-06-20 09:14:01.686,1.27118,1.27118,0.0,0,1718862241686,134,0.0
2024-06-20 09:14:02.073,1.2711700000000001,1.2711700000000001,0.0,0,1718862242073,134,0.0
2024-06-20 09:14:02.268,1.2711700000000001,1.27118,0.0,0,1718862242268,4,0.0
2024-06-20 09:14:02.766,1.2711700000000001,1.2711700000000001,0.0,0,1718862242766,4,0.0
2024-06-20 09:14:03.671,1.27118,1.27118,0.0,0,1718862243671,134,0.0
2024-06-20 09:14:10.013,1.2711700000000001,1.2711700000000001,0.0,0,1718862250013,134,0.0
2024-06-20 09:14:10.617,1.27116,1.27116,0.0,0,1718862250617,134,0.0
2024-06-20 09:14:10.812,1.27115,1.27115,0.0,0,1718862250812,134,0.0
2024-06-20 09:14:11.011,1.27116,1.27116,0.0,0,1718862251011,134,0.0
2024-06-20 09:14:11.113,1.27114,1.27114,0.0,0,1718862251113,134,0.0
2024-06-20 09:14:11.416,1.27116,1.27116,0.0,0,1718862251416,134,0.0
2024-06-20 09:14:11.517,1.2711700000000001,1.2711700000000001,0.0,0,1718862251517,134,0.0
2024-06-20 09:14:11.916,1.27116,1.27116,0.0,0,1718862251916,134,0.0
2024-06-20 09:14:14.928,1.2711700000000001,1.2711700000000001,0.0,0,1718862254928,134,0.0
2024-06-20 09:14:15.021,1.27118,1.27118,0.0,0,1718862255021,134,0.0
2024-06-20 09:14:15.217,1.2711700000000001,1.2711700000000001,0.0,0,1718862255217,134,0.0
2024-06-20 09:14:15.514,1.27118,1.27118,0.0,0,1718862255514,134,0.0
2024-06-20 09:14:16.218,1.2711700000000001,1.2711700000000001,0.0,0,1718862256218,134,0.0
2024-06-20 09:14:21.659,1.27118,1.27118,0.0,0,1718862261659,134,0.0
2024-06-20 09:14:23.390,1.2711700000000001,1.2711700000000001,0.0,0,1718862263390,134,0.0
